No,Preprocessed Violent toxic words,Sentiment Value
3715,bogan,Negative
3716,goodpoop,Negative
3717,fuckme,Negative
3718,shitcan,Negative
3719,brothel,Negative
3720,rentafuck,Negative
3721,footjob,Negative
3722,sick,Negative
3723,shitoutofluck,Negative
3724,paki,Negative
3725,rump,Negative
3726,licker,Negative
3727,nigerian,Negative
3728,pindick,Negative
3729,cockrider,Negative
3730,felching,Negative
3731,geezer,Negative
3732,ballicker,Negative
3733,ponyplay,Negative
3734,fuckoff,Negative
3735,jizzum,Negative
3736,sadis,Negative
3737,hodgie,Negative
3738,fatfucker,Negative
3739,poop,Negative
3740,tit,Negative
3741,bicurious,Negative
3742,bomb,Negative
3743,hork,Negative
3744,mr hand,Negative
3745,bi curious,Negative
3746,sooty,Negative
3747,liberal,Negative
3748,prick,Negative
3749,clover clamp,Negative
3750,spunky,Negative
3751,nymphomania,Negative
3752,playgirl,Negative
3753,vietcong,Negative
3754,yellow shower,Negative
3755,xx,Negative
3756,pecker,Negative
3757,bitchslap,Negative
3758,demon,Negative
3759,crap,Negative
3760,jihad,Negative
3761,assjockey,Negative
3762,macaca,Negative
3763,kums,Negative
3764,kinky,Negative
3765,pooper,Negative
3766,homicide,Negative
3767,fuuck,Negative
3768,poon,Negative
3769,fear,Negative
3770,shitfuck,Negative
3771,tittie,Negative
3772,wank,Negative
3773,girl,Negative
3774,fistfucker,Negative
3775,zoophilia,Negative
3776,fart,Negative
3777,nigglings,Negative
3778,hiscock,Negative
3779,tang,Negative
3780,erotism,Negative
3781,floo,Negative
3782,honger,Negative
3783,meth,Negative
3784,beaner,Negative
3785,kummer,Negative
3786,wn,Negative
3787,geni,Negative
3788,whash,Negative
3789,fuckinnuts,Negative
3790,fuckin,Negative
3791,taint love,Negative
3792,dyke,Negative
3793,kotex,Negative
3794,suck,Negative
3795,poverty,Negative
3796,butchdike,Negative
3797,datnigga,Negative
3798,uterus,Negative
3799,execution,Negative
3800,trot,Negative
3801,luckycammeltoe,Negative
3802,roach,Negative
3803,swallow,Negative
3804,motherfuck,Negative
3805,blow,Negative
3806,ball gravy,Negative
3807,slutwear,Negative
3808,panti,Negative
3809,kissass,Negative
3810,shawtypimp,Negative
3811,muffdive,Negative
3812,mulatto,Negative
3813,noonan,Negative
3814,wab,Negative
3815,bang,Negative
3816,tunneloflove,Negative
3817,doggystyle,Negative
3818,fuckwhore,Negative
3819,rapist,Negative
3820,homobangers,Negative
3821,porno,Negative
3822,barfface,Negative
3823,sex,Negative
3824,syphilis,Negative
3825,pearlnecklace,Negative
3826,sleezeball,Negative
3827,sextoys,Negative
3828,assman,Negative
3829,german,Negative
3830,shag,Negative
3831,anilingus,Negative
3832,stupidfucker,Negative
3833,loadedgun,Negative
3834,beastial,Negative
3835,shithead,Negative
3836,ass,Negative
3837,pussylover,Negative
3838,niggah,Negative
3839,gotohell,Negative
3840,jigga,Negative
3841,remain,Negative
3842,frotting,Negative
3843,thirdeye,Negative
3844,fuckknob,Negative
3845,inthebuff,Negative
3846,nawashi,Negative
3847,roundeye,Negative
3848,retard,Negative
3849,mastabate,Negative
3850,disturb,Negative
3851,kunnilingus,Negative
3852,bung hole,Negative
3853,pee,Negative
3854,camwhore,Negative
3855,satan,Negative
3856,lowlife,Negative
3857,tubgirl,Negative
3858,fuck,Negative
3859,disease,Negative
3860,blow your l,Negative
3861,krap,Negative
3862,addict,Negative
3863,snatchpatch,Negative
3864,bra,Negative
3865,poontang,Negative
3866,snatch,Negative
3867,pussypounder,Negative
3868,shit,Negative
3869,knife,Negative
3870,pu55i,Negative
3871,footaction,Negative
3872,footlicker,Negative
3873,bimbo,Negative
3874,mothafuckaz,Negative
3875,pussycat,Negative
3876,fuck,Negative
3877,funfuck,Negative
3878,piece shit,Negative
3879,boang,Negative
3880,nipple,Negative
3881,fuckit,Negative
3882,shoot,Negative
3883,quim,Negative
3884,booty,Negative
3885,slutting,Negative
3886,coitus,Negative
3887,tit,Negative
3888,spermherder,Negative
3889,rage boner,Negative
3890,buttfucker,Negative
3891,quickie,Negative
3892,grope,Negative
3893,skum,Negative
3894,rectum,Negative
3895,kanake,Negative
3896,soviet,Negative
3897,lie,Negative
3898,honker,Negative
3899,chinky,Negative
3900,dingleberry,Negative
3901,shota,Negative
3902,hillbilly,Negative
3903,godammit,Negative
3904,fugly,Negative
3905,nasty,Negative
3906,ejaculation,Negative
3907,waysted,Negative
3908,carpetmuncher,Negative
3909,nastybitch,Negative
3910,camel toe,Negative
3911,strappado,Negative
3912,jew,Negative
3913,limpdick,Negative
3914,heroin,Negative
3915,panty,Negative
3916,polack,Negative
3917,pornprincess,Negative
3918,gonorrehea,Negative
3919,meatbeatter,Negative
3920,crotchmonkey,Negative
3921,topless,Negative
3922,shithappens,Negative
3923,foot fetish,Negative
3924,canadian,Negative
3925,amateur,Negative
3926,uck,Negative
3927,whitenigger,Negative
3928,niger,Negative
3929,bigger,Negative
3930,squaw,Negative
3931,hand job,Negative
3932,buttbang,Negative
3933,titty,Negative
3934,gypo,Negative
3935,defecate,Negative
3936,kock,Negative
3937,niggaracci,Negative
3938,pussyfucker,Negative
3939,corruption,Negative
3940,girl wild,Negative
3941,boob,Negative
3942,ejaculate,Negative
3943,shitface,Negative
3944,autoerotic,Negative
3945,creamy,Negative
3946,bible,Negative
3947,fckcum,Negative
3948,knocker,Negative
3949,fucck,Negative
3950,whorehouse,Negative
3951,cocksmoker,Negative
3952,queer,Negative
3953,cocklover,Negative
3954,assblaster,Negative
3955,bomb,Negative
3956,hooter,Negative
3957,forni,Negative
3958,kike,Negative
3959,hapa,Negative
3960,bazooms,Negative
3961,vulva,Negative
3962,failure,Negative
3963,racial,Negative
3964,fuckfreak,Negative
3965,snot,Negative
3966,cuntsucker,Negative
3967,fingerfucked,Negative
3968,scallywag,Negative
3969,pixy,Negative
3970,kk,Negative
3971,mastabater,Negative
3972,byatch,Negative
3973,whigger,Negative
3974,sos,Negative
3975,pussy,Negative
3976,group sex,Negative
3977,attack,Negative
3978,fucktard,Negative
3979,nook,Negative
3980,marijuana,Negative
3981,filipina,Negative
3982,asscowboy,Negative
3983,fatso,Negative
3984,spit,Negative
3985,bazongas,Negative
3986,chickslick,Negative
3987,joint,Negative
3988,niggard,Negative
3989,cockblocker,Negative
3990,gob,Negative
3991,lingerie,Negative
3992,anal,Negative
3993,headlight,Negative
3994,dike,Negative
3995,peg,Negative
3996,kaffre,Negative
3997,taste,Negative
3998,crack | whore,Negative
3999,lynch,Negative
4000,tub girl,Negative
4001,bullshit,Negative
4002,explosion,Negative
4003,black,Negative
4004,homosexual,Negative
4005,fuck,Negative
4006,showtime,Negative
4007,lesbin,Negative
4008,kid,Negative
4009,fellatio,Negative
4010,nudger,Negative
4011,woman 's,Negative
4012,boonga,Negative
4013,choad,Negative
4014,assault,Negative
4015,cra5h,Negative
4016,tuckahoe,Negative
4017,fingerfucking,Negative
4018,hijacker,Negative
4019,athletesfoot,Negative
4020,pom,Negative
4021,livesex,Negative
4022,hostage,Negative
4023,cocknob,Negative
4024,nude,Negative
4025,hard core,Negative
4026,fuckbag,Negative
4027,hobo,Negative
4028,itch,Negative
4029,gyp,Negative
4030,kyke,Negative
4031,pro,Negative
4032,stupid,Negative
4033,radical,Negative
4034,figging,Negative
4035,fuckfest,Negative
4036,hottotrot,Negative
4037,kinbaku,Negative
4038,sexhouse,Negative
4039,violet wand,Negative
4040,analsex,Negative
4041,nigga,Negative
4042,nittit,Negative
4043,jiz,Negative
4044,suckmydick,Negative
4045,pussy,Negative
4046,hotdamn,Negative
4047,assfucker,Negative
4048,jizim,Negative
4049,pixie,Negative
4050,kum,Negative
4051,cemetery,Negative
4052,rigger,Negative
4053,ethical slut,Negative
4054,dolcett,Negative
4055,ejaculate,Negative
4056,babe,Negative
4057,cumquat,Negative
4058,eatpussy,Negative
4059,phuk,Negative
4060,givehead,Negative
4061,drink,Negative
4062,phukking,Negative
4063,shiteater,Negative
4064,catholic,Negative
4065,hooker,Negative
4066,cocksuck,Negative
4067,cocksucker,Negative
4068,ball kick,Negative
4069,fuckyou,Negative
4070,crappy,Negative
4071,feltching,Negative
4072,mideast,Negative
4073,ecstacy,Negative
4074,rib,Negative
4075,dog style,Negative
4076,interracial,Negative
4077,tongue,Negative
4078,pocha,Negative
4079,skankywhore,Negative
4080,pu55y,Negative
4081,motherfuckings,Negative
4082,piker,Negative
4083,peepshow,Negative
4084,jap,Negative
4085,yiffy,Negative
4086,tongethruster,Negative
4087,nigger 's,Negative
4088,breastlover,Negative
4089,stroke,Negative
4090,twobitwhore,Negative
4091,shit,Negative
4092,israel 's,Negative
4093,jerkoff,Negative
4094,bullet vibe,Negative
4095,assassinate,Negative
4096,kill,Negative
4097,pocketpool,Negative
4098,whacker,Negative
4099,wtf,Negative
4100,barf,Negative
4101,juggalo,Negative
4102,negro,Negative
4103,spick,Negative
4104,gyppy,Negative
4105,nymph,Negative
4106,snigger 's,Negative
4107,violence,Negative
4108,lovemuscle,Negative
4109,dago,Negative
4110,feces,Negative
4111,booty,Negative
4112,nigger,Negative
4113,shitter,Negative
4114,sodomy,Negative
4115,hussy,Negative
4116,pisspig,Negative
4117,coprophilia,Negative
4118,christian,Negative
4119,pimp,Negative
4120,boob,Negative
4121,breast,Negative
4122,sperm,Negative
4123,colour,Negative
4124,redlight,Negative
4125,black,Negative
4126,orga,Negative
4127,bumblefuck,Negative
4128,mam,Negative
4129,slavedriver,Negative
4130,kill,Negative
4131,uptheass,Negative
4132,bestial,Negative
4133,sweetness,Negative
4134,heeb,Negative
4135,piccaninny,Negative
4136,pot,Negative
4137,honk,Negative
4138,jizjuice,Negative
4139,fuc,Negative
4140,nignog,Negative
4141,mgger,Negative
4142,sex,Negative
4143,virginbreaker,Negative
4144,samckdaddy,Negative
4145,masterblaster,Negative
4146,heterosexual,Negative
4147,jigger,Negative
4148,blowjob,Negative
4149,lovegun,Negative
4150,shitstain,Negative
4151,spank,Negative
4152,hiv,Negative
4153,lesbain,Negative
4154,mad,Negative
4155,snigger,Negative
4156,jizm,Negative
4157,testicle,Negative
4158,ball suck,Negative
4159,dragqween,Negative
4160,guro,Negative
4161,pubic,Negative
4162,titfuckin,Negative
4163,moneyshot,Negative
4164,camslut,Negative
4165,bountybar,Negative
4166,assklown,Negative
4167,cocky,Negative
4168,transsexual,Negative
4169,unfuckable,Negative
4170,bestiality,Negative
4171,cocklicker,Negative
4172,a55,Negative
4173,a55hole,Negative
4174,aeolus,Negative
4175,ahole,Negative
4176,anal,Negative
4177,analprobe,Negative
4178,anilingus,Negative
4179,anus,Negative
4180,areola,Negative
4181,areole,Negative
4182,arian,Negative
4183,aryan,Negative
4184,ass,Negative
4185,assbang,Negative
4186,assbanged,Negative
4187,assbangs,Negative
4188,ass,Negative
4189,assfuck,Negative
4190,assfucker,Negative
4191,assh0le,Negative
4192,asshat,Negative
4193,assho1e,Negative
4194,ass hole,Negative
4195,asshole,Negative
4196,assmaster,Negative
4197,assmunch,Negative
4198,asswipe,Negative
4199,asswipes,Negative
4200,azazel,Negative
4201,azz,Negative
4202,b1tch,Negative
4203,babe,Negative
4204,babe,Negative
4205,ballsack,Negative
4206,bang,Negative
4207,banger,Negative
4208,barf,Negative
4209,bastard,Negative
4210,bastard,Negative
4211,bawdy,Negative
4212,beaner,Negative
4213,beardedclam,Negative
4214,beastiality,Negative
4215,beatch,Negative
4216,beater,Negative
4217,beaver,Negative
4218,beer,Negative
4219,beeyotch,Negative
4220,beotch,Negative
4221,biatch,Negative
4222,bigtits,Negative
4223,big tit,Negative
4224,bimbo,Negative
4225,bitch,Negative
4226,bitch,Negative
4227,bitch,Negative
4228,bitchy,Negative
4229,blow job,Negative
4230,blow,Negative
4231,blowjob,Negative
4232,blowjob,Negative
4233,bod,Negative
4234,bodily,Negative
4235,boink,Negative
4236,bollock,Negative
4237,bollock,Negative
4238,bollok,Negative
4239,bone,Negative
4240,bone,Negative
4241,boner,Negative
4242,boner,Negative
4243,bong,Negative
4244,boob,Negative
4245,booby,Negative
4246,boob,Negative
4247,booby,Negative
4248,booger,Negative
4249,bookie,Negative
4250,bootee,Negative
4251,bootie,Negative
4252,booty,Negative
4253,booze,Negative
4254,boozer,Negative
4255,boozy,Negative
4256,bosom,Negative
4257,bosomy,Negative
4258,bowel,Negative
4259,bowel,Negative
4260,bra,Negative
4261,brassiere,Negative
4262,breast,Negative
4263,breast,Negative
4264,bugger,Negative
4265,bukkake,Negative
4266,bullshit,Negative
4267,bull shit,Negative
4268,bullshit,Negative
4269,bullshit,Negative
4270,bullturds,Negative
4271,bung,Negative
4272,busty,Negative
4273,butt,Negative
4274,butt fuck,Negative
4275,buttfuck,Negative
4276,buttfucker,Negative
4277,buttfucker,Negative
4278,buttplug,Negative
4279,c. k,Negative
4280,c.o. k.,Negative
4281,c u n t,Negative
4282,c0ck,Negative
4283,c | k,Negative
4284,caca,Negative
4285,cahone,Negative
4286,cameltoe,Negative
4287,carpetmuncher,Negative
4288,cawk,Negative
4289,cervix,Negative
4290,chinc,Negative
4291,chincs,Negative
4292,chink,Negative
4293,chink,Negative
4294,chode,Negative
4295,chodes,Negative
4296,cl1t,Negative
4297,climax,Negative
4298,clit,Negative
4299,clitoris,Negative
4300,clitorus,Negative
4301,clit,Negative
4302,clitty,Negative
4303,cocain,Negative
4304,cocaine,Negative
4305,cock,Negative
4306,c | o | k,Negative
4307,cockblock,Negative
4308,cockholster,Negative
4309,cockknocker,Negative
4310,cock,Negative
4311,cocksmoker,Negative
4312,cocksucker,Negative
4313,cock sucker,Negative
4314,coital,Negative
4315,commie,Negative
4316,condom,Negative
4317,coon,Negative
4318,coon,Negative
4319,corksucker,Negative
4320,crab,Negative
4321,crack,Negative
4322,cracker,Negative
4323,crackwhore,Negative
4324,crap,Negative
4325,crappy,Negative
4326,cum,Negative
4327,cummin,Negative
4328,cumming,Negative
4329,cumshot,Negative
4330,cumshots,Negative
4331,cumslut,Negative
4332,cumstain,Negative
4333,cunilingus,Negative
4334,cunnilingus,Negative
4335,cunny,Negative
4336,cunt,Negative
4337,cunt,Negative
4338,c | u | n | t,Negative
4339,cuntface,Negative
4340,cunthunter,Negative
4341,cuntlick,Negative
4342,cuntlicker,Negative
4343,cunt,Negative
4344,d0ng,Negative
4345,d0uch3,Negative
4346,d0uche,Negative
4347,d1ck,Negative
4348,d1ld0,Negative
4349,d1ldo,Negative
4350,dago,Negative
4351,dago,Negative
4352,dammit,Negative
4353,damn,Negative
4354,damn,Negative
4355,damnit,Negative
4356,dawgie | style,Negative
4357,dick,Negative
4358,dickbag,Negative
4359,dickdipper,Negative
4360,dickface,Negative
4361,dickflipper,Negative
4362,dickhead,Negative
4363,dickhead,Negative
4364,dickish,Negative
4365,dick | ish,Negative
4366,dickripper,Negative
4367,dicksipper,Negative
4368,dickweed,Negative
4369,dickwhipper,Negative
4370,dickzipper,Negative
4371,diddle,Negative
4372,dike,Negative
4373,dildo,Negative
4374,dildo,Negative
4375,diligaf,Negative
4376,dillweed,Negative
4377,dimwit,Negative
4378,dingle,Negative
4379,dipship,Negative
4380,doggie | style,Negative
4381,doggy | style,Negative
4382,dong,Negative
4383,doofus,Negative
4384,doosh,Negative
4385,dopey,Negative
4386,douch3,Negative
4387,douche,Negative
4388,douchebag,Negative
4389,douchebag,Negative
4390,douchey,Negative
4391,drink,Negative
4392,dumass,Negative
4393,dumbass,Negative
4394,dumbass,Negative
4395,dummy,Negative
4396,dyke,Negative
4397,dyke,Negative
4398,ejaculate,Negative
4399,enlargement,Negative
4400,erect,Negative
4401,erection,Negative
4402,erotic,Negative
4403,essohbee,Negative
4404,extacy,Negative
4405,extasy,Negative
4406,f u c k,Negative
4407,fack,Negative
4408,fag,Negative
4409,fagg,Negative
4410,fag,Negative
4411,faggit,Negative
4412,faggot,Negative
4413,fagot,Negative
4414,fag,Negative
4415,faig,Negative
4416,faigt,Negative
4417,fannybandit,Negative
4418,fart,Negative
4419,fartknocker,Negative
4420,fat,Negative
4421,felch,Negative
4422,felcher,Negative
4423,felching,Negative
4424,fellate,Negative
4425,fellatio,Negative
4426,feltch,Negative
4427,feltcher,Negative
4428,fist,Negative
4429,fist,Negative
4430,fisty,Negative
4431,floozy,Negative
4432,foad,Negative
4433,fondle,Negative
4434,foobar,Negative
4435,foreskin,Negative
4436,freex,Negative
4437,frigg,Negative
4438,frigga,Negative
4439,fubar,Negative
4440,fuck,Negative
4441,f | u | c | k,Negative
4442,fuckass,Negative
4443,fuck,Negative
4444,fuck,Negative
4445,fucker,Negative
4446,fuckface,Negative
4447,fuckin,Negative
4448,fuck,Negative
4449,fucknugget,Negative
4450,fucknut,Negative
4451,fuckoff,Negative
4452,fuck,Negative
4453,fucktard,Negative
4454,fuck | tard,Negative
4455,fuckup,Negative
4456,fuckwad,Negative
4457,fuckwit,Negative
4458,fudgepacker,Negative
4459,fuk,Negative
4460,fvck,Negative
4461,fxck,Negative
4462,gae,Negative
4463,gai,Negative
4464,ganja,Negative
4465,gay,Negative
4466,gay,Negative
4467,gey,Negative
4468,gfy,Negative
4469,ghay,Negative
4470,ghey,Negative
4471,gigolo,Negative
4472,glans,Negative
4473,goatse,Negative
4474,godamn,Negative
4475,godamnit,Negative
4476,goddam,Negative
4477,goddammit,Negative
4478,goddamn,Negative
4479,goldenshower,Negative
4480,gonad,Negative
4481,gonad,Negative
4482,gook,Negative
4483,gook,Negative
4484,gringo,Negative
4485,gspot,Negative
4486,g | spot,Negative
4487,gtfo,Negative
4488,guido,Negative
4489,h0m0,Negative
4490,h0mo,Negative
4491,handjob,Negative
4492,hard,Negative
4493,he11,Negative
4494,hebe,Negative
4495,heeb,Negative
4496,hell,Negative
4497,hemp,Negative
4498,heroin,Negative
4499,herp,Negative
4500,herpes,Negative
4501,herpy,Negative
4502,hitler,Negative
4503,hiv,Negative
4504,hobag,Negative
4505,hom0,Negative
4506,homey,Negative
4507,homo,Negative
4508,homoey,Negative
4509,honky,Negative
4510,hooch,Negative
4511,hookah,Negative
4512,hooker,Negative
4513,hoor,Negative
4514,hootch,Negative
4515,hooter,Negative
4516,hooter,Negative
4517,horny,Negative
4518,hump,Negative
4519,hump,Negative
4520,hump,Negative
4521,hussy,Negative
4522,hymen,Negative
4523,inbreed,Negative
4524,incest,Negative
4525,injun,Negative
4526,j3rk0ff,Negative
4527,jackass,Negative
4528,jackhole,Negative
4529,jackoff,Negative
4530,jap,Negative
4531,jap,Negative
4532,jerk,Negative
4533,jerk0ff,Negative
4534,jerk,Negative
4535,jerkoff,Negative
4536,jism,Negative
4537,jiz,Negative
4538,jizm,Negative
4539,jizz,Negative
4540,jizzed,Negative
4541,junkie,Negative
4542,junky,Negative
4543,kike,Negative
4544,kike,Negative
4545,kill,Negative
4546,kinky,Negative
4547,kk,Negative
4548,klan,Negative
4549,knobend,Negative
4550,kooch,Negative
